feature,weight
3,0.9984088405709002
0,-0.7299404220039106
39,0.6180400774787096
2,0.5927841678564113
5,0.5136067127101535
30,0.44663483469623577
29,-0.4277049084628455
19,-0.40879575936720486
11,0.40550104585038454
20,0.358665972229719
