feature,weight
3,0.724256761127457
1,0.5565372408190133
14,0.5114009303149643
11,0.5002936294649672
7,-0.46369364819780995
12,0.45441916049967285
36,0.3715757151057819
2,0.3562134928323195
24,-0.345967163001692
29,-0.3318802484260828
