feature,weight
1,0.7541960003171654
0,0.6480261991152996
37,-0.5491310839328898
2,-0.49157296463358147
9,-0.3367695941324861
38,0.3276787786673372
17,0.3189238649395675
22,0.31101897282975793
23,0.28086124028727943
27,0.2748258511486497
