feature,importance
0,0.07529910532872176
3,0.029873993201333743
2,0.028856570792105008
1,0.027635952053122616
17,0.026679319001247256
5,0.024313958709344382
10,0.023686049526640145
12,0.02247299688151486
4,0.021283001186690347
36,0.02076391864116906
11,0.019871280745898556
19,0.019605411397257893
35,0.01947745728063567
22,0.01902170095763746
21,0.0189101010942153
