feature,weight
0,0.4929231704289227
5,0.47038279157528234
10,-0.4516883998056681
36,-0.4348220640606397
19,0.37982139850340707
11,-0.36301685027471975
12,0.3538760815645604
47,0.3487967202846585
42,0.3239504261094747
17,0.31922700169011176
