feature,weight
0,-1.7116143813987033
1,-1.4817806082291414
3,-1.2538701949797963
8,1.0290385265561726
13,0.9301586892042438
22,-0.8515982133222292
39,-0.8099212443010753
47,-0.791647774199199
gender_male,-0.7839884582746286
30,-0.7679946202264855
