feature,weight
gender_male,1.1998712046202498
3,-1.0790279734541053
10,-0.8729592503894016
38,0.789727127413128
41,0.5716206658774821
4,-0.4935811610926152
34,0.4899489083060449
16,0.4703456750498426
25,-0.46432064592680455
11,-0.4621908487391451
