feature,weight
0,1.3345444391077834
2,-0.8383224675635308
33,-0.4089864676123529
4,-0.40802961594380976
35,-0.39862063883391424
38,-0.3966647020272868
8,-0.39613745410657936
6,0.3840701029224621
36,0.29387044200067214
27,0.281560403092187
